bleuenn-std-03
Date:,2012/11/24
Time:,11:05:45
Type:,General Capture
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,Patient1:L5,,,Patient1:LTRO,,,Patient1:RASI,,,Patient1:LKNE,,,Patient1:RKNE,,,Patient1:T12,,,Patient1:T7,,,Patient1:LSHO,,,Patient1:BHD,,,Patient1:RANK,,,Patient1:LANK,,,Patient1:RHEE,,,Patient1:LHEE,,,Patient1:RBHD,,,Patient1:LBHD,,,Patient1:RTOE,,,Patient1:LTOE,,,Patient1:LASI,,,Patient1:RSHO,,,Patient1:C7,,,Patient1:BHD-1,,,Patient1:C7-1
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3291,-0.498652,-1.181237,-179.066410,-20342.053413,500.697601,6145.101038,28.000000,-15.258799,-66.986130,-8.239752,-50.354038,131.988616,-269.165223,-1.068116,-1.220704
3292,-0.385322,-1.227560,-177.899561,-20319.894314,485.050801,6182.231558,29.000000,-8.239752,-84.686337,10.681160,-48.217806,363.769780,-253.448660,-1.068116,-1.983644
3293,-0.181328,-1.181237,-178.079076,-20519.326210,516.344401,6117.253148,22.000000,-5.340580,-41.351347,8.850104,-32.501243,272.674747,-120.697104,-1.373292,-1.525880
3294,-0.271992,-1.088591,-178.617622,-20475.008011,469.404001,6219.362078,10.000000,-10.986336,-19.073499,5.798344,-18.005383,95.825261,97.808905,-1.068116,-1.220704
3295,-0.158662,-1.042268,-178.438107,-20674.439907,359.876401,6219.362078,8.000000,1.220704,-3.509524,0.000000,33.874535,-68.054246,-15.106211,-0.610352,-1.220704
3296,-0.271992,-1.181237,-178.976652,-20475.008011,406.816801,6247.209968,1.000000,19.226087,28.839131,7.171636,78.887993,-161.285511,107.421948,-1.068116,-1.678468
3297,-0.045332,-1.042268,-178.617622,-20475.008011,453.757201,6172.948928,-14.000000,9.307868,49.896274,4.425052,82.244929,-175.628782,121.917808,-1.373292,-1.220704
3298,-0.498652,-1.088591,-178.707379,-20652.280807,391.170001,6210.079448,-15.000000,23.498551,20.446791,-0.152588,85.449277,-75.531057,75.683645,-1.068116,-1.831056
3299,0.271992,-1.019106,-177.630288,-20563.644409,391.170001,6191.514188,-20.000000,10.070808,-1.678468,9.002692,65.155074,-119.934164,-12.054452,-1.068116,-1.525880
3300,-0.022666,-1.227560,-178.348349,-20452.848911,281.642401,6135.818408,-28.000000,8.392340,-28.839131,-1.831056,4.119876,197.754041,-89.569153,-1.068116,-1.220704
3301,0.000000,-1.111752,-178.258591,-20408.530712,406.816801,6228.644708,-21.000000,-9.155280,-55.847206,-2.136232,-18.615735,140.838719,-65.155074,-1.068116,-0.915528
3302,-0.249326,-0.995945,-178.438107,-20452.848911,469.404001,6247.209968,-22.000000,-13.732920,-66.833542,-4.882816,-15.716563,-171.356318,10.223396,-1.831056,-1.220704
3303,-0.045332,-1.042268,-178.617622,-20430.689812,391.170001,6219.362078,-17.000000,-11.444100,-52.642858,1.831056,-5.950932,-147.094827,-35.247827,-1.068116,-1.373292
3304,0.430654,-1.088591,-177.720046,-20475.008011,406.816801,6256.492598,-10.000000,-6.103520,55.389442,-1.220704,-4.272464,-110.015944,27.160663,-1.373292,-2.746584
3305,0.339990,-1.158075,-178.438107,-20541.485310,469.404001,6219.362078,-3.000000,-7.934576,86.669981,3.204348,-21.514907,-36.010767,66.528366,-1.373292,-3.509524
3306,-0.045332,-0.949622,-178.797137,-20386.371613,391.170001,6210.079448,1.000000,4.119876,79.193169,11.138924,-5.035404,161.590687,54.779090,-0.610352,-1.220704
3307,0.113330,-0.949622,-178.527864,-20497.167110,375.523201,6154.383668,21.000000,21.820083,52.185094,10.986336,19.378675,203.552385,28.381367,-0.915528,-1.678468
3308,0.339990,-1.134914,-179.066410,-20475.008011,500.697601,6145.101038,19.000000,1.525880,-63.629194,3.204348,-2.288820,-97.198553,-65.460250,-1.068116,-1.220704
3309,0.022666,-0.995945,-177.809803,-20497.167110,297.289201,6135.818408,25.000000,-5.187992,-64.392134,-9.307868,-1.831056,-120.544516,-92.315737,-1.068116,-1.373292
3310,-0.589316,-1.204398,-179.245925,-20541.485310,453.757201,6228.644708,30.000000,-26.702899,3.356936,-14.495860,19.531263,-79.040581,-54.016150,-0.610352,-0.762940
3311,0.543984,-0.926460,-179.335683,-20452.848911,359.876401,6182.231558,29.000000,-26.702899,66.070602,-6.256108,6.561284,64.697310,43.792755,-1.831056,-1.068116
3312,0.294658,-1.204398,-177.899561,-20497.167110,438.110401,6182.231558,27.000000,-8.850104,84.381161,-5.493168,-1.983644,221.405181,-25.177019,-1.525880,-0.762940
3313,-0.226660,-1.181237,-178.976652,-20630.121708,594.578402,6182.231558,21.000000,-6.103520,107.116772,-5.340580,-5.035404,222.473297,-58.593790,-1.373292,-1.220704
3314,0.067998,-1.065429,-178.527864,-20475.008011,422.463601,6293.623117,9.000000,3.509524,1.678468,-0.305176,3.662112,20.294203,-29.754659,-1.068116,-0.610352
3315,-0.045332,-0.949622,-178.438107,-20652.280807,453.757201,6154.383668,5.000000,18.463147,-76.599173,-5.340580,55.389442,5.950932,34.637475,-0.915528,-1.525880
3316,0.521318,-1.111752,-178.707379,-20497.167110,469.404001,6182.231558,1.000000,14.953624,-99.334785,6.408696,168.304558,-10.223396,48.980746,-1.525880,0.762940
3317,0.362656,-0.741168,-178.797137,-20497.167110,359.876401,6172.948928,-14.000000,4.425052,-92.620913,2.136232,183.410770,-65.307662,-11.291512,-1.525880,-1.220704
3318,0.158662,-0.949622,-179.066410,-20452.848911,312.936001,6219.362078,-16.000000,12.664804,-65.460250,15.869151,66.070602,-78.430229,-30.365011,-0.915528,-0.915528
3319,0.135996,-1.088591,-179.066410,-20452.848911,391.170001,6145.101038,-22.000000,2.288820,-29.602071,8.087164,-31.738303,-19.683851,47.607454,-1.678468,-1.373292
3320,0.294658,-1.111752,-178.707379,-20563.644409,312.936001,6145.101038,-25.000000,-14.801036,-14.343272,1.525880,-148.315531,63.476606,75.378469,-1.373292,-1.373292
3321,0.000000,-1.088591,-179.156167,-20386.371613,219.055201,6117.253148,-24.000000,-0.457764,7.324224,7.476812,-220.031889,76.751761,-59.356730,-1.220704,-1.068116
3322,0.385322,-0.995945,-178.797137,-20497.167110,344.229601,6154.383668,-23.000000,-9.765632,36.621119,2.593996,-117.492756,32.196067,-204.467913,-0.915528,-0.915528
3323,0.543984,-0.995945,-179.874228,-20519.326210,187.761600,6154.383668,-18.000000,2.899172,2.288820,-1.220704,-72.631886,0.305176,-246.582200,-0.915528,-1.220704
3324,0.521318,-0.926460,-178.707379,-20497.167110,344.229601,6210.079448,-6.000000,26.397723,11.444100,-14.648448,-17.395031,-100.708077,-193.328990,-1.678468,-1.220704
3325,0.815976,-0.764330,-179.245925,-20585.803509,234.702001,6265.775228,-5.000000,0.305176,80.871637,-5.187992,39.062527,-159.759631,-151.062115,-0.915528,-1.068116
3326,0.657314,-1.065429,-178.976652,-20607.962608,359.876401,6182.231558,2.000000,-8.850104,98.419257,7.324224,-5.493168,-126.648036,-65.918014,-1.525880,-1.220704
3327,0.747978,-0.949622,-178.976652,-20630.121708,297.289201,6200.796818,17.000000,-28.839131,19.073499,8.392340,-37.689235,-226.440584,-10.681160,-1.525880,-1.220704
3328,0.589316,-0.903299,-179.425440,-20497.167110,312.936001,6172.948928,18.000000,-19.073499,-13.580332,-15.106211,-25.787371,-258.178887,-7.629400,-1.678468,-0.762940
3329,0.770644,-0.880137,-178.886895,-20519.326210,328.582801,6275.057858,25.000000,9.307868,-1.983644,4.577640,-8.239752,-17.700207,171.356318,-1.068116,-1.220704
3330,0.838642,-0.880137,-178.707379,-20763.076305,250.348801,6135.818408,30.000000,6.866460,-28.381367,18.005383,-10.375984,150.146587,216.827541,-1.220704,-1.068116
3331,0.702646,-0.903299,-178.976652,-20585.803509,187.761600,6117.253148,27.000000,10.833748,10.223396,5.035404,10.375984,256.042655,174.408078,-1.068116,-0.915528
3332,0.883974,-1.065429,-178.527864,-20829.553604,203.408401,6107.970518,27.000000,9.002692,12.817392,6.256108,27.618427,182.953006,122.833336,-1.525880,-1.220704
3333,1.019970,-0.810653,-179.604955,-20607.962608,156.468000,6210.079448,20.000000,7.324224,-36.315943,2.593996,-22.888199,187.072882,11.291512,-1.220704,-1.831056
3334,0.543984,-0.787491,-179.245925,-20630.121708,140.821200,6098.687888,10.000000,-25.939959,-40.893583,-1.983644,3.509524,86.975157,-68.817186,-1.068116,-0.915528
3335,0.770644,-0.995945,-179.156167,-20519.326210,78.234000,6135.818408,6.000000,-8.239752,-22.888199,-18.005383,26.702899,21.362319,3.967288,-1.220704,-1.678468
3336,0.929306,-0.903299,-179.694713,-20430.689812,281.642401,6228.644708,3.000000,5.950932,19.073499,-7.934576,-3.051760,10.223396,98.877021,-1.068116,-1.525880
3337,0.951972,-0.856976,-178.797137,-20763.076305,265.995601,6182.231558,-13.000000,-12.969980,41.503935,-13.427744,-11.749276,56.304970,158.081163,-1.373292,-1.983644
3338,0.815976,-0.880137,-179.694713,-20563.644409,140.821200,6126.535778,-15.000000,12.512216,-36.773707,-9.918220,-15.258799,-70.495654,208.282613,-0.457764,-1.373292
3339,0.747978,-1.111752,-178.976652,-20740.917206,140.821200,6182.231558,-20.000000,36.773707,16.326915,-10.681160,25.634783,-60.730022,99.182197,-1.831056,-2.136232
3340,0.951972,-0.995945,-179.425440,-20630.121708,109.527600,6163.666298,-29.000000,-9.002692,11.444100,3.662112,42.877227,-49.285922,26.550311,-1.068116,-1.983644
3341,1.155966,-0.926460,-179.604955,-20740.917206,140.821200,6135.818408,-21.000000,-25.482195,-1.831056,-2.441408,28.991719,-61.645550,35.553003,-1.220704,-1.525880
3342,0.906640,-1.065429,-178.886895,-20829.553604,109.527600,6135.818408,-24.000000,3.814700,-42.114287,16.021739,22.888199,-95.520085,19.836439,-0.915528,-1.068116
3343,1.110634,-1.273883,-179.066410,-20851.712704,187.761600,6172.948928,-19.000000,7.934576,2.899172,-0.610352,25.482195,-106.201244,-94.757145,-1.525880,-1.220704
3344,1.246630,-0.764330,-179.963986,-20652.280807,187.761600,6172.948928,-4.000000,-8.544928,-13.732920,9.765632,-25.634783,27.160663,-141.143895,-1.373292,-0.610352
3345,1.269296,-1.019106,-179.604955,-20740.917206,125.174400,6219.362078,-3.000000,-18.463147,-35.247827,2.746584,-65.460250,19.531263,-117.034992,-1.678468,-0.762940
3346,1.541288,-0.995945,-178.886895,-20785.235405,125.174400,6219.362078,1.000000,-5.798344,-109.253004,10.223396,-71.716358,25.024431,-58.288614,-1.373292,-1.525880
3347,1.337294,-0.833814,-179.515198,-20785.235405,125.174400,6219.362078,18.000000,22.735611,-26.092547,-7.324224,-22.888199,169.372674,-148.010355,-1.831056,-0.762940
3348,1.155966,-1.088591,-180.502531,-20718.758106,219.055201,6210.079448,17.000000,9.460456,23.345963,-22.430435,35.247827,88.195861,-234.069984,-0.915528,-0.915528
3349,1.178632,-0.833814,-179.066410,-20807.394505,93.880800,6172.948928,23.000000,22.735611,0.457764,-8.087164,76.599173,-64.392134,-25.177019,-1.525880,-0.305176
3350,1.314628,-0.926460,-179.604955,-20763.076305,109.527600,6163.666298,30.000000,10.986336,84.075985,-5.035404,72.479298,-56.457558,-79.498345,-1.220704,-0.915528
3351,1.155966,-0.718007,-180.143501,-20718.758106,172.114800,6145.101038,27.000000,21.057143,81.787165,-1.525880,1.678468,-81.024225,-7.324224,-1.068116,-1.068116
3352,1.337294,-0.741168,-179.066410,-20829.553604,250.348801,6154.383668,24.000000,18.768323,53.253210,10.223396,-10.223396,-119.323812,-28.839131,-1.068116,-1.678468
3353,0.951972,-1.019106,-179.335683,-20873.871803,93.880800,6191.514188,21.000000,0.762940,61.492962,3.509524,11.138924,-75.378469,83.313045,-1.068116,-1.068116
3354,1.246630,-0.810653,-180.412774,-20962.508202,234.702001,6080.122628,9.000000,-6.256108,18.310559,3.051760,25.787371,46.997102,218.811185,-1.068116,-1.220704
3355,1.382626,-0.833814,-180.323016,-20763.076305,-46.940400,6135.818408,7.000000,-1.220704,41.351347,11.901864,1.068116,-42.419463,92.468325,-1.220704,-1.525880
3356,1.427958,-0.833814,-179.604955,-20785.235405,203.408401,6191.514188,0.000000,-1.983644,-26.092547,17.242443,-16.174327,-39.367703,-18.157971,-1.373292,-1.373292
3357,1.110634,-0.787491,-179.425440,-20763.076305,0.000000,6117.253148,-13.000000,-0.915528,-22.277847,17.242443,-5.340580,21.057143,192.413462,-0.762940,-0.915528
3358,1.110634,-0.856976,-179.963986,-20940.349102,78.234000,6172.948928,-17.000000,-11.901864,-54.931678,0.457764,-4.272464,24.414079,139.770603,-1.220704,-1.373292
3359,1.246630,-0.880137,-180.412774,-20829.553604,203.408401,6228.644708,-22.000000,-15.563975,-45.623810,-4.272464,-20.446791,-41.809111,-49.896274,-1.068116,-0.610352
3360,1.382626,-0.718007,-179.784471,-20873.871803,187.761600,6154.383668,-25.000000,-10.070808,-49.438510,2.441408,-58.441202,-79.498345,-104.217601,-0.762940,-0.762940
3361,1.019970,-0.787491,-180.233259,-20829.553604,46.940400,6172.948928,-22.000000,-4.577640,-62.255902,-1.678468,-5.187992,-106.506420,-11.138924,-0.762940,-1.373292
3362,1.586620,-0.648522,-179.156167,-20763.076305,109.527600,6219.362078,-20.000000,2.136232,-38.452175,-4.425052,75.531057,-184.021122,131.530852,-1.525880,-0.762940
3363,1.087968,-0.741168,-180.143501,-20962.508202,31.293600,6200.796818,-19.000000,0.610352,-18.157971,-11.444100,67.443894,-121.460044,236.969156,-1.831056,-1.373292
3364,1.133300,-0.625361,-179.604955,-20896.030903,78.234000,6200.796818,-5.000000,4.119876,3.662112,-4.119876,77.056937,113.372880,192.871226,-3.967288,-1.525880
3365,1.133300,-0.694845,-180.771804,-20785.235405,46.940400,6117.253148,-2.000000,4.119876,21.057143,1.220704,46.386750,215.149073,105.896068,-1.068116,-1.525880
3366,1.382626,-0.463230,-180.502531,-20807.394505,31.293600,6135.818408,2.000000,4.730228,19.836439,-4.882816,-6.103520,58.593790,-92.468325,-1.220704,-1.373292
3367,1.337294,-0.579038,-180.412774,-21028.985500,187.761600,6098.687888,17.000000,17.700207,20.599379,-4.882816,-43.182403,41.351347,-76.446585,-1.220704,-1.525880
3368,1.359960,-0.602199,-179.874228,-20918.190002,31.293600,6145.101038,20.000000,13.885508,39.062527,-0.152588,-58.898966,84.533749,-123.901452,-1.831056,-1.373292
3369,1.382626,-0.509553,-180.682047,-20652.280807,78.234000,6154.383668,25.000000,-8.697516,-1.983644,-3.509524,-31.585715,-83.465633,-217.132717,-1.220704,-1.068116
3370,1.405292,-0.648522,-180.412774,-20873.871803,-46.940400,6135.818408,30.000000,-6.713872,7.781988,0.610352,14.648448,-214.691309,-240.478680,-1.220704,-0.915528
3371,1.450624,-0.463230,-180.771804,-21028.985500,31.293600,6191.514188,26.000000,-18.005383,24.261491,12.969980,9.613044,-241.089032,-114.593584,-0.762940,-1.373292
3372,1.178632,-0.440069,-180.682047,-20873.871803,46.940400,6089.405258,26.000000,-3.509524,54.016150,14.495860,4.730228,-105.896068,-28.686543,-1.068116,-0.610352
3373,1.427958,-0.694845,-180.861562,-20918.190002,78.234000,6228.644708,20.000000,-13.580332,45.776398,10.528572,-47.454866,94.299381,-28.381367,-1.220704,-1.220704
3374,1.201298,-0.440069,-180.502531,-20807.394505,-31.293600,6135.818408,12.000000,-11.291512,15.869151,1.220704,-77.667289,-22.888199,-105.438304,-1.220704,-1.220704
3375,1.201298,-0.393746,-180.143501,-20918.190002,0.000000,6172.948928,7.000000,2.288820,-19.378675,3.814700,-80.719049,-3.356936,-50.506626,-1.220704,-1.678468
3376,1.269296,-0.486392,-180.502531,-20918.190002,62.587200,6200.796818,-1.000000,-7.476812,-10.528572,8.239752,12.817392,215.912013,20.599379,-1.525880,-1.525880
3377,1.518622,-0.301100,-180.323016,-21095.462799,0.000000,6191.514188,-12.000000,12.054452,24.261491,9.460456,-5.798344,211.181785,90.484681,-0.915528,-1.525880
3378,1.337294,-0.602199,-181.041077,-21006.826401,-15.646800,6191.514188,-12.000000,4.119876,63.171430,12.969980,4.730228,222.778473,25.634783,-1.525880,-1.678468
3379,1.110634,-0.185292,-180.861562,-20851.712704,109.527600,6210.079448,-21.000000,6.408696,18.463147,15.869151,-5.187992,146.942239,119.781576,-1.373292,-1.831056
3380,1.246630,-0.486392,-181.400107,-20962.508202,-46.940400,6191.514188,-27.000000,-10.833748,-67.291306,11.596688,-19.073499,74.157766,-107.574536,-1.983644,-0.915528
3381,1.178632,-0.532715,-180.771804,-20962.508202,-78.234000,6182.231558,-23.000000,-18.310559,-91.247621,-15.258799,-29.754659,107.421948,-185.852178,-0.915528,-1.068116
3382,1.133300,-0.416907,-181.489865,-20896.030903,46.940400,6256.492598,-22.000000,0.610352,38.757351,-16.784679,-15.716563,82.244929,27.618427,-1.525880,-1.831056
3383,0.974638,-0.208454,-180.861562,-20851.712704,46.940400,6237.927338,-20.000000,9.460456,50.201450,-8.087164,1.068116,-34.790063,-32.501243,-1.220704,-1.525880
3384,1.087968,-0.486392,-180.682047,-21051.144600,140.821200,6210.079448,-6.000000,-3.662112,-30.212423,5.493168,30.975363,-149.688823,-45.318634,-1.678468,-1.068116
3385,1.178632,-0.764330,-181.489865,-20940.349102,-172.114800,6210.079448,-4.000000,1.373292,-5.798344,2.746584,77.819877,-171.966670,103.149485,-1.068116,-1.678468
3386,0.861308,-0.301100,-180.861562,-21051.144600,62.587200,6256.492598,3.000000,-4.882816,36.315943,-8.239752,11.444100,-50.048862,92.163149,-1.068116,-0.610352
3387,1.110634,-0.231615,-180.502531,-21028.985500,-46.940400,6200.796818,18.000000,-6.103520,39.672879,-5.798344,-60.119670,-69.732714,100.860665,-1.068116,-1.678468
3388,1.110634,-0.416907,-181.310350,-21028.985500,140.821200,6172.948928,18.000000,-0.305176,-3.204348,5.340580,-76.446585,-96.283025,125.885096,-0.610352,-0.915528
3389,0.815976,-0.324261,-180.771804,-21095.462799,-46.940400,6200.796818,26.000000,-31.127951,-30.059835,8.087164,-50.506626,40.130643,-124.664392,-0.915528,-1.525880
3390,1.246630,-0.463230,-180.592289,-21206.258297,93.880800,6256.492598,30.000000,-12.664804,-59.814494,12.359628,-20.751967,69.122362,-154.266463,-1.220704,-1.220704
3391,0.951972,-0.416907,-180.771804,-21117.621899,-46.940400,6228.644708,27.000000,0.915528,-61.340374,-2.136232,-18.005383,-38.757351,-203.857561,-1.220704,-1.220704
3392,1.133300,-0.416907,-181.220592,-21028.985500,31.293600,6265.775228,26.000000,-7.934576,-82.550105,-10.986336,-4.272464,-36.773707,-186.157354,-1.068116,-1.068116
3393,1.337294,-0.254777,-181.669380,-21139.780998,-109.527600,6247.209968,22.000000,7.934576,-71.411182,-19.226087,50.048862,125.122156,-237.579508,-1.220704,-1.220704
3394,1.359960,-0.463230,-181.938653,-21006.826401,-109.527600,6172.948928,11.000000,0.762940,34.942651,-22.430435,63.781782,272.369571,-237.274332,-0.610352,-1.678468
3395,1.405292,-0.393746,-181.310350,-21161.940098,-62.587200,6228.644708,5.000000,-20.446791,79.498345,-19.989027,15.106211,124.969568,-69.732714,-1.220704,-1.220704
3396,1.269296,-0.231615,-181.938653,-21250.576496,-125.174400,6200.796818,2.000000,5.187992,31.890891,4.425052,-0.152588,28.228779,178.985718,-1.373292,-1.220704
3397,1.155966,-0.231615,-182.028411,-21272.735596,-125.174400,6172.948928,-13.000000,-19.531263,-35.247827,-4.119876,17.395031,-5.187992,273.437687,-0.915528,-1.831056
3398,1.110634,-0.185292,-181.759138,-21250.576496,-62.587200,6182.231558,-14.000000,-17.395031,-13.580332,1.068116,43.182403,-74.615530,252.075368,-1.220704,-1.678468
3399,1.359960,-0.301100,-181.669380,-21272.735596,-109.527600,6265.775228,-21.000000,19.378675,-40.740995,-6.561284,98.571845,-55.694618,248.260668,-1.525880,-1.525880
3400,1.359960,0.000000,-182.297683,-21272.735596,-203.408401,6126.535778,-28.000000,10.986336,-22.430435,0.762940,71.716358,-59.509318,170.288202,-1.525880,-1.525880
3401,1.563954,-0.254777,-181.310350,-21250.576496,-93.880800,6219.362078,-23.000000,14.953624,95.520085,5.035404,45.776398,-16.326915,46.234162,-1.220704,-1.373292
3402,1.269296,-0.069485,-181.938653,-21250.576496,-31.293600,6237.927338,-22.000000,33.874535,66.375778,-5.950932,8.850104,77.056937,6.256108,-1.068116,-1.525880
3403,1.631952,-0.254777,-182.656714,-21206.258297,-203.408401,6182.231558,-21.000000,18.157971,-123.291100,1.373292,-10.375984,93.841617,116.577228,-1.373292,-1.220704
3404,1.065302,0.000000,-182.297683,-21272.735596,15.646800,6191.514188,-4.000000,12.359628,-73.394826,-20.141615,15.716563,22.430435,22.125259,-1.525880,-1.373292
3405,1.541288,0.023162,-182.118168,-21317.053795,0.000000,6210.079448,-3.000000,6.866460,-49.285922,-3.356936,56.152382,1.678468,-23.803727,-1.220704,-1.525880
3406,1.178632,-0.162131,-182.746471,-21206.258297,-219.055201,6210.079448,2.000000,16.632091,-49.896274,4.730228,139.007663,-42.724639,-28.381367,-1.068116,-1.525880
3407,1.042636,-0.115808,-182.477199,-21294.894695,-140.821200,6237.927338,18.000000,-0.915528,4.425052,5.798344,144.500831,-65.155074,-55.389442,-1.068116,-1.373292
3408,1.065302,0.000000,-182.746471,-21339.212894,15.646800,6228.644708,15.000000,-11.901864,17.852795,-1.068116,72.784474,-86.364805,29.602071,-2.746584,-1.373292
3409,1.087968,0.092646,-183.015744,-21317.053795,-31.293600,6200.796818,25.000000,-11.596688,37.078883,4.730228,-5.187992,-155.487167,-28.381367,-1.068116,-0.762940
3410,1.541288,-0.046323,-182.477199,-21405.690193,-78.234000,6210.079448,31.000000,7.781988,2.593996,20.904555,-34.332299,7.324224,-207.061909,-3.967288,-1.068116
3411,1.110634,-0.069485,-183.733805,-21538.644791,-31.293600,6163.666298,30.000000,5.798344,24.719255,18.920911,-103.454661,-59.967082,-207.061909,-1.220704,-0.915528
3412,1.427958,-0.023162,-183.105502,-21427.849293,-140.821200,6237.927338,26.000000,17.852795,25.787371,6.561284,-67.443894,-22.583023,-76.751761,-1.525880,-1.068116
3413,1.291962,0.000000,-182.656714,-21228.417397,-62.587200,6284.340487,21.000000,32.806419,2.593996,3.662112,-38.909939,54.626502,137.329195,-1.373292,-1.220704
3414,1.087968,0.208454,-183.015744,-21405.690193,-62.587200,6265.775228,11.000000,-11.901864,5.493168,0.762940,-111.389236,60.882610,109.253004,-1.373292,0.915528
3415,1.314628,0.115808,-183.105502,-21472.167492,-125.174400,6219.362078,3.000000,-29.907247,7.934576,4.119876,-149.536235,128.784268,-75.836233,-1.373292,-1.220704
3416,1.201298,0.046323,-183.733805,-21427.849293,-203.408401,6265.775228,0.000000,-21.667495,-4.119876,-1.831056,-107.421948,2.746584,40.588407,-1.068116,-1.068116
3417,1.495956,0.208454,-184.451866,-21405.690193,-62.587200,6256.492598,-15.000000,-19.989027,-15.411387,-11.291512,-58.746378,-66.680954,-121.612632,-1.831056,-1.678468
3418,1.337294,0.231615,-183.554290,-21605.122089,-140.821200,6293.623117,-14.000000,-12.664804,-8.697516,-23.345963,-38.146999,-16.326915,-190.124642,-1.678468,-1.220704
3419,1.110634,0.463230,-183.195259,-21294.894695,-62.587200,6228.644708,-21.000000,5.187992,22.888199,-5.950932,-34.027123,53.405798,-121.612632,-1.220704,-0.457764
3420,1.087968,0.393746,-183.374775,-21494.326591,-234.702001,6321.471007,-27.000000,-3.967288,25.787371,-0.610352,-7.171636,21.362319,-133.209320,-1.525880,-1.373292
3421,1.246630,0.416907,-183.374775,-21693.758488,0.000000,6228.644708,-24.000000,1.220704,15.869151,-2.899172,49.591098,-36.773707,84.533749,-1.678468,-0.915528
3422,1.065302,0.532715,-183.823563,-21472.167492,-46.940400,6293.623117,-22.000000,-2.899172,19.836439,0.762940,74.768118,-74.920706,199.585097,-0.152588,-1.220704
3423,1.246630,0.463230,-184.451866,-21405.690193,-156.468000,6293.623117,-19.000000,-6.713872,10.681160,3.967288,111.999588,-66.223190,308.227750,-1.220704,-1.678468
3424,1.201298,0.579038,-184.182593,-21383.531094,-78.234000,6284.340487,-7.000000,0.610352,-16.174327,18.157971,79.193169,-109.100416,297.851766,-1.220704,-1.373292
3425,1.563954,0.856976,-184.451866,-21649.440289,-46.940400,6256.492598,-5.000000,4.425052,-20.446791,13.427744,-1.220704,-138.397311,147.094827,-1.678468,-1.068116
3426,1.495956,0.694845,-183.733805,-21516.485691,-93.880800,6377.166787,2.000000,6.866460,-9.613044,-11.596688,-42.419463,74.615530,56.457558,-0.305176,-1.525880
3427,1.201298,0.741168,-184.541623,-21582.962990,-172.114800,6367.884157,19.000000,5.187992,2.288820,-10.070808,-32.806419,14.190684,130.157560,-1.220704,-1.525880
3428,1.450624,0.949622,-184.003078,-21582.962990,-203.408401,6340.036267,19.000000,-8.087164,3.051760,-11.138924,-31.585715,79.803521,34.027123,-1.220704,-1.525880
3429,1.767948,0.972783,-185.080169,-21427.849293,-219.055201,6302.905747,22.000000,6.561284,8.239752,1.983644,-4.882816,23.651139,60.882610,-1.373292,-1.220704
3430,1.450624,0.995945,-184.362108,-21582.962990,-203.408401,6312.188377,29.000000,9.307868,2.899172,9.765632,21.057143,12.664804,114.593584,-1.220704,-1.220704
3431,1.314628,1.204398,-184.541623,-21715.917587,-250.348801,6321.471007,28.000000,9.460456,21.514907,-11.138924,-0.305176,-101.013253,101.318429,-1.373292,-0.915528
3432,1.337294,1.227560,-185.080169,-21715.917587,-250.348801,6377.166787,27.000000,-1.525880,18.615735,-15.411387,-24.108903,-102.691721,101.623605,-1.373292,-1.373292
3433,1.677284,1.320206,-185.887987,-21560.803890,-203.408401,6405.014677,21.000000,2.746584,16.326915,-9.765632,-46.539338,-59.661906,97.656317,-0.762940,-1.220704
3434,1.473290,1.528659,-185.439199,-21848.872185,-187.761600,6405.014677,10.000000,6.103520,32.501243,-3.814700,-76.446585,1.983644,8.697516,-0.152588,-1.220704
3435,1.337294,1.551821,-185.977745,-21649.440289,-234.702001,6423.579937,7.000000,1.831056,37.994411,5.950932,-91.095033,70.953418,86.975157,-1.068116,-1.220704
3436,1.473290,1.852920,-185.528957,-21671.599388,-172.114800,6377.166787,-1.000000,3.204348,65.918014,9.307868,-64.086958,-17.852795,112.304764,-1.068116,-1.068116
3437,1.518622,1.713951,-185.618715,-21627.281189,-219.055201,6386.449417,-13.000000,-1.525880,62.713666,14.648448,-63.476606,-124.206628,-35.095239,-1.373292,-0.915528
3438,1.133300,1.852920,-185.618715,-21693.758488,-219.055201,6377.166787,-13.000000,0.305176,71.563770,9.918220,-39.062527,-220.337065,-100.555489,-1.068116,-1.525880
3439,1.405292,1.968728,-185.349442,-21693.758488,-156.468000,6367.884157,-21.000000,-10.986336,41.351347,9.460456,-2.899172,-190.734994,-113.678056,-1.678468,-1.373292
3440,1.518622,2.084535,-186.516291,-21715.917587,-234.702001,6377.166787,-26.000000,-5.035404,5.187992,2.441408,9.765632,-30.517599,-113.372880,-0.915528,-1.525880
3441,1.405292,2.246666,-186.695806,-21605.122089,-172.114800,6395.732047,-22.000000,-11.138924,-23.193375,-0.610352,19.378675,180.359010,-14.343272,-1.068116,-1.525880
3442,1.223964,2.223504,-186.785563,-21538.644791,-172.114800,6386.449417,-24.000000,-1.831056,-74.768118,-0.762940,50.354038,195.007458,93.078677,-1.831056,-0.915528
